Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
Instalação do Centro de Vacinação Covid-19 de Chaves;Ajuste Direto Regime Geral;Aquisição de serviços;"98300000-6, Serviços diversos";Município de Chaves (501205551);"Jet Stand Montagem de Stands Feiras Exposições, Ldª (503893684)";"60.000,00 €";22-02-2021;22-02-2021;304 dias;"Portugal, Vila Real, Chaves";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de ROCURONIO IV 10MG/ML; 5ML SOL INJ, ao abrigo do CPA 2019/45, no âmbito do COVID-19";Ao abrigo de acordo-quadro (art.º 259.º);Aquisição de bens móveis;"33600000-6, Produtos farmacêuticos";"HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE (503035416)";FRESENIUS KABI PHARMA PORTUGAL (504293753);"128.800,00 €";22-02-2021;22-02-2021;312 dias;"Portugal, Lisboa, Amadora";Artigo 259.º do Código dos Contratos Públicos;;;;;;;4154171;CP 2019/45 - Medicamentos anestésicos e relaxantes musculares;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1418818;false;
PILHAS CR2 - P/LOGGER VACINAS COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"31400000-0, Acumuladores, pilhas e baterias eléctricas";"Unidade Local de Saúde do Baixo Alentejo, E.P.E. (508754275)";"José Espinho & Filhas,Lda (503666181)";"48,78 €";22-02-2021;10-02-2021;60 dias;"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
15U0075921-Aquisição de 11 (onze) Monitores Multiparâmetros e Suportes Rodados para o HFF E.P.E no âmbito do Covid 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33100000-1, Equipamento médico";"HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE (503035416)";"SPACE MEDICAL - EQUIPAMENTOS MEDICOS, LDA (507662407)";"21.533,30 €";22-02-2021;03-02-2021;2 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
12U0073721-Aquisição de Fardamento para Unidades Covid 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39518000-6, Roupa para uso hospitalar";"HOSPITAL PROFESSOR DOUTOR FERNANDO FONSECA, EPE (503035416)";MEILEX LDA (501759441);"48.834,75 €";22-02-2021;15-02-2021;15 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Consultoria para o plano de logística de vacinação armazenamento e distribuição da vacina covid 19;Ajuste Direto Regime Geral;Aquisição de serviços;"73000000-2, Serviços de investigação e desenvolvimento e serviços de consultoria conexos";Serviço de Utilização Comum dos Hospitais (500900469);"Kaizen Institute Portugal, Consulting Nova, Sociedade Unipessoal, Lda. (514157127)";"440.000,00 €";22-02-2021;03-02-2021;182 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://such.such.pt;false;
Aquisição de 20 Postes delimitadores para os Centros de Vacinação COVID-19 de Almada;Ajuste Direto Regime Geral;Aquisição de bens móveis;"34942000-2, Equipamento de sinalização";Município de Almada (500051054);"Hiperportugal, Lda.  (513273930)";"635,04 €";19-02-2021;19-02-2021;5 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Prestação de serviços  logísticos no âmbito da distribuição das vacinas COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"60000000-8, Serviços de transporte (excl. transporte de resíduos)";Serviço de Utilização Comum dos Hospitais (500900469);"EMPIFARMA - PRODUTOS FARMACÊUTICOS, (504100050)";"20.000,00 €";19-02-2021;19-02-2021;69 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;http://such.such.pt;false;
Prestação de serviços logísticos no âmbito da distribuição das vacinas COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"60000000-8, Serviços de transporte (excl. transporte de resíduos)";Serviço de Utilização Comum dos Hospitais (500900469);Rangel Distribuição Logistica Sa (500180008);"20.000,00 €";19-02-2021;19-02-2021;69 dias;Portugal;"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;http://such.such.pt;false;
98/1149/2021 Aquisição de Material acrílico no Âmbito COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E.P.E. (510745997)";"ACCIONA FACILITY SERVICES,S.A (503431397)";"2.314,20 €";19-02-2021;11-02-2021;10 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Mascara Respirador de Partículas P2 para plano de contingência Covid 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Hospital Garcia de Orta, E. P. E. (506361470)";"AMBEX - Equipamentos, Lda. (507593111)";"56.750,00 €";19-02-2021;18-02-2021;60 dias;"Portugal, Setúbal, Almada";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Ensino à Distância - Plano Emergência - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30210000-4, Máquinas de processamento de dados (hardware)";Município de Matosinhos (501305912);"Meo-Serviços de Comunicações e Multimédia, S.A (504615947)";"75.142,48 €";19-02-2021;12-02-2021;10 dias;"Portugal, Porto, Matosinhos";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços para a realização, em contexto laboratorial, de testes de despistagem da doença COVID-19 a amostras provenientes de passageiros com destino final a Região Autónoma da Madeira com a Faculdade de Ciências Médicas de Lisboa - Contingência COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"71900000-7, Serviços laboratoriais";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";Universidade Nova de Lisboa (501559094);"1.000.000,00 €";19-02-2021;05-02-2021;180 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de prestação de serviços de alojamento com pensão completa para confinamento obrigatório/isolamento profilático à empresa Castanheiro Atrium, Unipessoal, Lda, proprietária do Terrace Mar Suite Hotel - de 1 de janeiro a 14 de fevereiro de 2021 - CONTINGENCIA COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"CASTANHEIRO ATRIUM, UNIPESSOAL, LDA (516097660)";"176.918,40 €";19-02-2021;12-02-2021;45 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de Rolos de Linóleo para os Centros de Vacinação COVID-19 de Almada;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44112230-9, Linóleo";Município de Almada (500051054);"Artur Florêncio & Filhos, AFFSPORTS, Lda (501216901)";"5.201,20 €";18-02-2021;18-02-2021;1 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 1000 (mil) testes rápidos COVID – 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33141000-0, Material médico não químico descartável e produtos hematológicos";Município de Vila Velha de Ródão (506642798);Jabuticaba Sociedade farmaceutica Lda (507893190);"8.500,00 €";18-02-2021;18-02-2021;5 dias;"Portugal, Castelo Branco, Vila Velha de Ródão";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AP 42 - Aquisição de Protector calçado cobre-bota (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33141000-0, Material médico não químico descartável e produtos hematológicos";"Administração Regional de Saúde do Norte, I. P. (503135593)";DIMOR LUSITANA (500730741);"65.600,00 €";18-02-2021;18-02-2021;180 dias;"Portugal, Porto, Maia<BR/>Portugal, Vila Real, Vila Real";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
219G000458 - OB Fusão Cabos Fibra Ótica nos Contentores UrgênciAa -COVID;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45453000-7, Obras de revisão e recuperação";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"Politermica engenharia , Lda (503653209)";"480,00 €";18-02-2021;18-02-2021;7 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLÍNICO - AGULHA HIPODERMICA(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"BECTON DICKINSON PORTUGAL UNIPESSOAL, LDA (514239743)";"2.875,20 €";18-02-2021;11-02-2021;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Prestação de serviços de aluguer de 38 camas de cuidados continuados, para o período de 15 a 28 de fevereiro, no âmbito do COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"85144000-0, Serviços de saúde com alojamento";"Centro Hospitalar Universitário de Lisboa Central, E.P.E. (CHULC) (508080142)";RESIDENCIAS MONTEPIO SERVICOS DE SAUDE SA (507403908);"58.520,00 €";17-02-2021;11-02-2021;14 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Prestação de serviços de aluguer de 5 camas de cuidados continuados, para o período de 15 a 28 de fevereiro, no âmbito do COVID-19 ";Ajuste Direto Regime Geral;Aquisição de serviços;"85144000-0, Serviços de saúde com alojamento";"Centro Hospitalar Universitário de Lisboa Central, E.P.E. (CHULC) (508080142)";Associação de Apoio a Profissionais do Hospital de Santa Maria (506542955);"7.700,00 €";17-02-2021;11-02-2021;14 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Reforço dos Serviços de Vigilância para o 1º trimestre de 2021– Contingência COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Ronsegur, limitada (507011724)";"44.945,61 €";17-02-2021;04-02-2021;90 dias;"Portugal, Porto, Vila Nova de Gaia";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Fornecimento de Serviços de testes à COVID-19, dos funcionários da ERPI (Estrutura Residencial para Pessoas Idosas) do Centro Paroquial de Monte do Trigo";Ajuste Direto Regime Geral;Sociedade<br/>Aquisição de serviços;"85148000-8, Serviços de análises clínicas";Município de Portel (506196445);Universidade de Évora (501201920);"9.200,00 €";17-02-2021;09-02-2021;120 dias;"Portugal, Évora, Portel";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLÍNICO - PROTEÇÃO DE CALÇADO(COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";OASIPOR (502260750);"62.500,00 €";17-02-2021;10-02-2021;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE CAIXAS SUC NO AMBITO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"30100000-0, Máquinas, equipamento e material de escritório, excepto computadores, impressoras e mobiliário";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"EMAG-Equipamentos Mário Agostinho,Lda. (504442546)";"177,53 €";17-02-2021;16-02-2021;60 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
219G000492 - OB  Forn. de câmaras Vigilância de doentes -  PEN II - COVID;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45316210-0, Instalação de equipamento de controlo do tráfego";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"Paulo Jesus Costa Unipessoal,Lda. (510167780)";"2.743,47 €";17-02-2021;17-02-2021;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
ARMÁRIOS E BANCADAS URGÊNCIA COVID;Ajuste Direto Regime Geral;Aquisição de bens móveis;"39000000-2, Mobiliário (incl. de escritório), acessórios, aparelhos domésticos (excl. iluminação) e produtos de limpeza";"Unidade Local de Saúde do Baixo Alentejo, E. P. E. (508754275)";"Mediduty Ibérica Unipessoal, Lda (513798544)";"8.978,52 €";17-02-2021;16-02-2021;365 dias;"Portugal, Beja, Beja";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
11U0117021-Aquisição de Fatos de Proteção Integral ( tamanho XXXL). Covid 19.;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";"Oxary, Lda. (508930014)";"19.600,00 €";16-02-2021;16-02-2021;1 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
SISTEMA GOTA A GOTA PARA BOMBA INFUSORA INFUSOMAT (COVID 19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"B.BRAUN MEDICAL, LDA (501506543)";"19.635,00 €";16-02-2021;01-02-2021;90 dias;"Portugal, Viseu, Viseu";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"A aquisição de serviços de Alojamento de Profissionais de Saúde na Região do Médio Tejo, no âmbito da COVID-19.";Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";Comunidade Intermunicipal do Médio Tejo (502106506);"Staroteis - Sociedade Hoteleira, S. A. (504227750)";"15.000,00 €";16-02-2021;12-02-2021;365 dias;"Portugal, Santarém, Abrantes";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Contratação de Aquisição de Serviços Adicionais de Recolha, Transporte, Tratamento e Eliminação de Resíduos Hospitalares de Risco Biológico - Resíduos do Grupo III/COVID-19 Produzidos na Unidade de Saúde da Ilha Graciosa";Ajuste Direto Regime Geral;Aquisição de serviços;"90524400-0, Recolha, transporte e eliminação de resíduos hospitalares";Unidade de Saúde da Ilha Graciosa (509871070);"Azormed - Gestão Ambiental Açoreana, Limitada (512081042)";"19.695,00 €";16-02-2021;11-02-2021;306 dias;"Portugal, Região Autónoma dos Açores, Santa Cruz da Graciosa";"Artigo 20.º, alínea a) do Decreto Legislativo Regional n.º 27/2015/A, de 29.12";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDYyMjc5;false;
"Aquisição do serviço de alojamento para os profissionais de saúde franceses,no âmbito do COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";Município de Almada (500051054);"Onda Platina - Gestão e Exploração Hoteleira, Lda (510389295)";"3.825,75 €";15-02-2021;15-02-2021;15 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
212G001289 - MASCARAS P2M S/VALV.EXP. - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"18143000-3, Equipamento (vestuário) de protecção";"Centro Hospitalar Universitário de Lisboa Norte, EPE (508481287)";"SURGEONMATE, Lda. (514936940)";"147.000,00 €";15-02-2021;15-02-2021;319 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
95 Covid - Instalação de sistema de extração com filtragem HEPA;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45300000-0, Instalações em edifícios";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";CISEC - Soluções Técnicas de Engenharia e Serviços. S.A (500205698);"41.600,76 €";15-02-2021;02-02-2021;30 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
219G000379 - PS Aquisição de Serv. ampliação da Urgencia Covid 19;Ajuste Direto Regime Geral;Locação de bens móveis;"44211100-3, Módulos pré-fabricados portáteis";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"MBW - MODULAR BUILDERS WORLDWIDE, LDA (515337161)";"143.755,00 €";15-02-2021;15-02-2021;180 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
217G000027 - Aquisição 14 monitores de transporte - COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33195000-3, Sistema de monitorização dos doentes";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";"Dräger Portugal, Lda (508771323)";"35.989,10 €";15-02-2021;15-02-2021;10 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"AQUISIÇÃO DE SERVIÇO DE DESINFECÇÃO DE INSTALAÇÕES NO ÂMBITO  DAS MEDIDAS DE PREVENÇÃO E COMBATE AO COVID-19, ATÉ AO MONTANTE DE 5.000,00 EUROS OU 31 DE DEZEMBRO";Ajuste Direto Regime Geral;Aquisição de serviços;"90921000-9, Serviços de desinfecção e exterminação";Município de Odemira (505311313);"STOPESTE - SERVIÇOS DE DESINFESTAÇÃO, LDª (507337212)";"5.000,00 €";12-02-2021;04-02-2021;270 dias;"Portugal, Beja, Odemira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AM 80/2021 - Aquisição de Testes de Extração SARS-COV2 para o LRSPA - COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Administração Regional de Saúde do Algarve, I. P. (503148709)";"QUILABAN-QUIM LAB ANALITICA, S.A. (500399670)";"211.680,00 €";12-02-2021;12-02-2021;322 dias;"Portugal, Faro, Faro";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
AQUISIÇÃO DE PRESTAÇÃO DE SERVIÇOS DE ANÁLISES PARA O RASTREIO DO SARS-COV-2 E QUE SERVEM DE SUPORTE À MONITORIZAÇÃO DA EPIDEMIA COVID-19 NO ÂMBITO DO CONTEXTO EPIDEMIOLÓGICO DA DOENÇA RESPIRATÓRIA AGUDA POR NOVO CORONAVÍRUS (nCoV-2019);Ajuste Direto Regime Geral;Aquisição de serviços;"85000000-9, Serviços de saúde e acção social";"Centro Hospitalar de Entre o Douro e Vouga, E.P.E. (508878462)";Universidade de Aveiro (501461108);"712.500,00 €";12-02-2021;03-02-2021;365 dias;"Portugal, Aveiro, Santa Maria da Feira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;http://www.chedv.min-saude.pt;false;
Aquisição de Testes para Identificação de Covid 19 por Biologia Molecular;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Centro Hospitalar de Entre o Douro e Vouga, E.P.E. (508878462)";"CEPHEID IBERIA, S.L.U. - Sucursal em Portugal (980655684)";"135.415,00 €";12-02-2021;01-02-2021;365 dias;"Portugal, Aveiro, Santa Maria da Feira";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1380868;false;
"2021/105 DAQV - Prestação de serviços de acondicionamento, recolha, transporte e tratamento de resíduos hospitalares do posto de vacinação covid-19";Ajuste Direto Regime Geral;Aquisição de serviços;"90510000-5, Tratamento e eliminação de resíduos";Município de Oeiras (500745943);Ambipombal (504154265);"24.352,00 €";12-02-2021;09-02-2021;365 dias;"Portugal, Lisboa, Oeiras";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
2021/104 DAQV - Fornecimento e instalação de posto de vacinação Covid-19 no Pavilhão Carlos Queiroz;Ajuste Direto Regime Geral;Aquisição de serviços;"79950000-8, Serviços de organização de exposições, feiras e congressos";Município de Oeiras (500745943);"UNLIMITED EVENTS - GESTÃO EVENTOS ,LDA (504579657)";"44.537,90 €";12-02-2021;09-02-2021;8 dias;"Portugal, Lisboa, Oeiras";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de 100 rolos Gaffer para os Centros de vacinação COVID-19 de Almada;Ajuste Direto Regime Geral;Aquisição de bens móveis;"44423000-1, Artigos diversos";Município de Almada (500051054);"Luzeiro, Lda (501222189)";"785,00 €";12-02-2021;12-02-2021;1 dias;"Portugal, Setúbal, Almada";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
219G000416 - OB Monitorização de deposito Oxigénio do HSM - COVID;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45453000-7, Obras de revisão e recuperação";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";INSTRUTEX (513190007);"2.998,73 €";12-02-2021;11-02-2021;2 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"AQUISIÇÃO DE COMPUTADORES E ACESSOS À INTERNET PARA REFORÇO DE EQUIPAMENTOS DE APOIO DIGITAL ESCOLAR COM ENSINO À DISTÂNCIA, EM CONSEQUÊNCIA DA PANDEMIA DE COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"30230000-0, Equipamento informático";Município de Nelas (506834166);"Officelan, Lda (507236912)";"26.812,50 €";12-02-2021;12-02-2021;5 dias;"Portugal, Viseu, Nelas";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDczMDk1;false;
serviços de reforço de higiene e limpeza ESCS (contexto COVID 19);Ajuste Direto Regime Geral;Aquisição de serviços;"90910000-9, Serviços de limpeza";Instituto Politécnico de Lisboa (508519713);"Euromex - Facility Services, Lda (502629428)";"4.037,55 €";11-02-2021;09-02-2021;325 dias;Portugal;"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDY4ODAw;false;
"Aquisição de serviços de limpeza adicional CMA de Viseu, no âmbito da ""Contingência COVID-19"", período de 6 meses";Ajuste Direto Regime Geral;Aquisição de serviços;"90000000-7, Serviços relativos a águas residuais, resíduos, limpeza e ambiente";Autoridade Nacional de Emergência e Proteção Civil (600082490);Vislisa Ldª. (510081983);"552,00 €";11-02-2021;02-02-2021;180 dias;"Portugal, Viseu, Viseu";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Máscara de Proteção - P2 - Covid 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Hospital Distrital da Figueira da Foz, E. P. E. (506361527)";BTL Portugal (508192943);"9.500,00 €";11-02-2021;11-02-2021;5 dias;"Portugal, Coimbra, Figueira da Foz";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1401862;false;
Aquisição de serviços de segurança na Casa de Saúde do Bom Jesus - Local S/ abrigo Covid-19;Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";Município de Braga (506901173);GIRPE - SEGURANÇA PRIVADA LDA (504541420);"49.363,26 €";11-02-2021;08-02-2021;180 dias;"Portugal, Braga, Braga";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
212G000767 - Material de proteção individual (EPI) – COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33190000-8, Dispositivos e produtos médicos variados";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";Trotinete Lda. (502798009);"106.000,00 €";11-02-2021;11-02-2021;323 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
