Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPVs;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE
AUTORIZAÇÃO DE DESPESAS PARA PAGAMENTO DE COMUNICAÇÕES NO ÂMBITO DO COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"64200000-8, Serviços de telecomunicações";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"MEO - Serviços de Comunicações e Multimédia, S.A. (504615947)";"15.714,20 €";30-07-2020;23-07-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de equipamento informático para teletrabalho - COVID 19;Consulta Prévia;Aquisição de bens móveis;"30230000-0, Equipamento informático";Município de Tomar (506738914);"WORTEN-Equipamentos para o Lar, S.A. (503630330)";"5.570,81 €";30-07-2020;29-07-2020;20 dias;"Portugal, Santarém, Tomar";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;24-08-2020;"5.570,81 €";Data da execução;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDEyNzU3;false;
Aquisição de equipamento informático para teletrabalho - COVID 19;Consulta Prévia;Aquisição de bens móveis;"30213100-6, Computadores portáteis";Município de Tomar (506738914);"MegaPC Informática e Software, Lda (504125931)";"19.450,00 €";30-07-2020;29-07-2020;20 dias;"Portugal, Santarém, Tomar";"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;29-07-2020;"19.450,00 €";Entrega imediata;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDEyNzU3;false;
CONTRATAÇÃO DE SERVIÇOS PARA REALIZAÇÃO DE ESTUDO PARA VERIFICAR A IMPORTÂNCIA E NOVAS TENDÊNCIAS DO TURISMO E O PODER DA TRANSFORMAÇÃO NO PERÍODO PÓS-COVID19 E PÚBLICOS DOS EVENTOS ÂNCORA;Ajuste Direto Regime Geral;Aquisição de serviços;"79310000-0, Serviços de estudos de mercado";Município de Loulé (502098139);ANTONIA DE JESUS HENRIQUES CORREIA (193569396);"19.950,00 €";30-07-2020;21-07-2020;180 dias;"Portugal, Faro, Loulé";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de limpeza e higienização das instalações municipais, no âmbito do plano de contingência para o COVID-19.";Ajuste Direto Regime Geral;Aquisição de serviços;"90000000-7, Serviços relativos a águas residuais, resíduos, limpeza e ambiente";Município de Loures (501294996);"Ambiente e Jardim II - Multiservices, SA (510314910)";"74.500,00 €";29-07-2020;15-07-2020;120 dias;"Portugal, Lisboa, Loures";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de limpeza e higienização das instalações municipais, no âmbito do plano de contingência para o COVID-19.";Ajuste Direto Regime Geral;Aquisição de serviços;"90000000-7, Serviços relativos a águas residuais, resíduos, limpeza e ambiente";Município de Loures (501294996);"Ambiente e Jardim II - Multiservices, SA (510314910)";"20.000,00 €";29-07-2020;15-07-2020;120 dias;"Portugal, Lisboa, Loures";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;12-11-2020;"20.000,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
040007282020 95 COVID- 19 REAGENTES PARA O SERVIÇO DE PATOLOGIA CLINICA - LABORATÓRIO DE VIROLOGIA;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";"Alfagene, Novas Tecnologias das Ciências da Vida, Lda. (503387398)";"38.049,75 €";29-07-2020;28-07-2020;365 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;29-07-2020;"38.049,75 €";5dias;;;Não aplicável.;Não aplicável.;false;;false;
Execução de Rede e Ramal de Média Tensão do Centro de Testes COVID no Novo Edifício da CERCICA - S. Domingos de Rana;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45231400-9, Construção de linhas para o transporte de electricidade";Município de Cascais (505187531);"Helivolt Unipessoal, Lda (510787568)";"49.350,00 €";29-07-2020;29-07-2020;20 dias;"Portugal, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDE0ODE0;false;
Obra de Beneficiação da UCERN como uma Unidade de Internamento de Reserva para doentes COVID-19 do Hospital Dona Estefânia;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45000000-7, Construção";"Centro Hospitalar Universitário Lisboa Central, E. P. E. (508080142)";"C2DL, Lda (514461446)";"29.850,00 €";29-07-2020;20-07-2020;30 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
E0/1996/2020 TRansporte Amostras Covid ;Ajuste Direto Regime Geral;Aquisição de serviços;"60000000-8, Serviços de transporte (excl. transporte de resíduos)";"Centro Hospitalar de Leiria, E. P. E. (509822932)";Best Trip Logística. Ldª (515789585);"9.272,00 €";29-07-2020;22-07-2020;30 dias;"Portugal, Leiria, Leiria";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Empreitada de Execução 4ª Sala UCA Pólo Valongo (COVID-19) do CHUSJ, EPE";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"Arestasignus - Construções Unipessoal, Lda. (510803768)";"17.882,00 €";29-07-2020;21-07-2020;30 dias;"Portugal, Porto, Valongo";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Empreitada de Remodelação Atual Sala Ecografia para uma Sala Recobro e duas Salas Ecografia Serviço Radiologia (COVID-19) do CHUSJ, EPE";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"Luis Gonzaga Construções, Lda. (500610533)";"12.204,40 €";29-07-2020;21-07-2020;30 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Empreitada de Remodelação Sala Radiologia em 3 Salas Ecografia Serviço Radiologia (COVID-19) do CHUSJ, EPE";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"Luis Gonzaga Construções, Lda. (500610533)";"13.880,10 €";29-07-2020;21-07-2020;30 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Empreitada de Alteração Gabinete de Consulta Psiquiatria (COVID-19) do CHUSJ, EPE";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"Arestasignus - Construções Unipessoal, Lda. (510803768)";"7.973,50 €";29-07-2020;28-07-2020;30 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Empreitada de Alteração do Sistema de Climatização Serviço UPA - Unidade Pós Anestésica (COVID-19) do CHUSJ, EPE";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";"Gondotec - Sistemas De Segurança E Domotica, Lda (503272396)";"5.930,00 €";29-07-2020;28-07-2020;45 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Empreitada de Reformulação Rede Hidráulica de Alimentação de Unidades Ventiloconvectores Serviço de Angiografia (COVID-19) do CHUSJ, EPE";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de São João, E. P. E. (509821197)";Pritérmica Instalações Especiais Lda (510492460);"32.150,00 €";29-07-2020;28-07-2020;45 dias;"Portugal, Porto, Porto";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
209G001220 - OB adaptação contentor para testes e tratamento Covid 19;Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45113000-2, Obras no local";"Centro Hospitalar Universitário de Lisboa Norte, E. P. E. (508481287)";ALGECO – Construções Pré-Fabricadas S.A. (502721871);"3.430,00 €";29-07-2020;29-07-2020;2 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de prestação de serviços de alojamento com pensão completa mara confinamento obrigatório/isolamento profilático no Hotel Dom Pedro Ocean Beach - Contigência COVID-19;Ajuste Direto Regime Geral;Aquisição de serviços;"55110000-4, Serviços de alojamento em hotéis";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"DOM PEDRO-INVESTIMENTOS TURISTICOS, SA (511013949)";"80.353,57 €";29-07-2020;16-07-2020;8 dias;"Portugal, Região Autónoma da Madeira, Machico";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;06-08-2020;"75.332,14 €";O contrato foi executado até 30 de junho;Até à data da execução do contrato foram fornecidos menos serviços do que os previstos no contrato;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de um sistema de videoconferência ponto-a-ponto e multi-ponto universal - Contingência COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"32232000-8, Equipamento para videoconferências";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"Zelo 2000 Soluções Informáticas, Lda. (504411667)";"15.990,00 €";29-07-2020;27-07-2020;15 dias;"Portugal, Região Autónoma da Madeira, Funchal";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;10-08-2020;"15.990,00 €";Entrega total dos bens contratados;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços publicitários com impressão, conceção, divulgação e apoio logístico para campanha de sensibilização da utilização de máscaras entregues na RAM - Contingência COVID 19";Ajuste Direto Regime Geral;Aquisição de serviços;"79341100-7, Serviços de consultoria em matéria de publicidade";"Instituto de Administração da Saúde e Assuntos Sociais, IP-RAM (511284349)";"Letras & Diâmetros - Unipessoal, Lda. (513539034)";"68.850,00 €";29-07-2020;24-07-2020;17 dias;"Portugal, Região Autónoma da Madeira";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;03-08-2020;"68.850,00 €";O contrato foi executado dentro do prazo contratual previsto.;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição continuada de bens alimentares, e outros, com vista à sua distribuição e apoio a entidades de caráter social do Concelho de Loures, no âmbito do combate à pandemia de Covid-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"15000000-8, Produtos alimentares, bebidas, tabaco e produtos afins";Município de Loures (501294996);"Sogenave Sociedade Geral de Abastecimentos à Navegação e Indústria Hoteleira,S.A. (500271518)";"700.000,00 €";28-07-2020;16-07-2020;90 dias;"Portugal, Lisboa, Loures";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
Aluguer do Centro de Congressos do Estoril para instalação do centro de testes Covid-19;Ajuste Direto Regime Geral;Outros Tipos (Concessão de exploração de bens do domínio público);"55250000-7, Serviços de aluguer de alojamentos mobilados de curta duração";Município de Cascais (505187531);"Cascais Dinâmica - Gestão de Economia, Turismo e Empreendorismo, E. M., S. A. (503589780)";"540.000,00 €";28-07-2020;22-07-2020;60 dias;"Portugal, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;28-07-2020;"540.000,00 €";;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDE0MDA5;false;
"Aquisição de Bata Protecção, no âmbito do vírus COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33698000-9, Produtos para fins clínicos";"Hospital Professor Doutor Fernando Fonseca, E. P. E. (503035416)";Medical Plus - Produtos Médicos e Hospitalares (506658066);"49.500,00 €";28-07-2020;24-07-2020;1 dias;"Portugal, Lisboa, Amadora";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
3001/20/0000087 - Aquisição de Licenças adicionais para a Solução de Virtualização de Postos de Trabalho no âmbito do COVID-19;Consulta Prévia;Aquisição de bens móveis;"48000000-8, Pacotes de software e sistemas de informação";"Instituto de Informática, I. P. (504322915)";"CILNET – COMUNICAÇÕES E PROJETOS ESPECIAIS, S.A.  (505267772)";"56.991,00 €";28-07-2020;27-07-2020;5 dias;Portugal;"Artigo 20.º, n.º 1, alínea c) do Código dos Contratos Públicos";Cumprimento integral do contrato;14-09-2020;"56.991,00 €";O contrato foi executado dentro do prazo. A data indicada para o fecho do contrato é relativa ao pagamento da última fatura;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDEzNDUx;false;
"11900310 - Construção de estruturas provisorias para triagem nos jardins do hem, no âmbito do COVID-19";Ajuste Direto Regime Geral;Empreitadas de obras públicas;"45000000-7, Construção";"Centro Hospitalar de Lisboa Ocidental, E. P. E. (507618319)";"CENTRO VERTICAL, LDA (514219548)";"32.080,00 €";28-07-2020;28-07-2020;3 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de impressão digital e negativos, no âmbito das medidas de prevenção, contenção, mitigação, tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico - COVID-19.";Ajuste Direto Regime Geral;Aquisição de serviços;"79820000-8, Serviços relacionados com a impressão";Município de Vizela (505985217);"Prescript - Artes Gráficas Unipessoal, Lda (505473640)";"1.980,00 €";28-07-2020;20-07-2020;15 dias;"Portugal, Braga, Vizela";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;21-07-2020;"1.980,00 €";faturado dentro do prazo. ;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de serviços de vigilância e segurança, no âmbito das medidas adotadas pelo Município de Vizela para a prevenção, contenção, mitigação e tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico - COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";Município de Vizela (505985217);"Free Segur, Lda (513590250)";"3.652,50 €";28-07-2020;24-07-2020;60 dias;"Portugal, Braga, Vizela";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;27-07-2020;"3.652,50 €";Faturado dentro do prazo. ;;;Não aplicável.;Não aplicável.;false;;false;
Ajuste Direto n.º 7541920 - Reforço de Instalações Técnicas do NEH - COVID19 DL n.º 10-A/2020;Ajuste Direto Regime Geral;Aquisição de bens móveis;"42512300-1, Sistemas de aquecimento, ventilação e ar condicionado";"Centro Hospitalar Vila Nova de Gaia - Espinho, E. P. E. (508142156)";"Alexandre Barbosa Borges, S.A. (500553408)";"555.178,14 €";27-07-2020;22-07-2020;90 dias;"Portugal, Porto, Vila Nova de Gaia";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
1100060/2020 DM Mascaras cirúrgicas tipo II e respiradores P2 (COVID19);Concurso público;Aquisição de bens móveis;"33100000-1, Equipamento médico";"Centro Hospitalar Barreiro Montijo, E. P. E. (509186998)";Oasipor (502260750);"86.550,00 €";27-07-2020;09-07-2020;186 dias;"Portugal, Setúbal, Barreiro";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";Cumprimento não integral do contrato (Resolução do Contrato);31-12-2020;"66.120,00 €";;redução consumos;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/PRODPublic/Tendering/OpportunityDetail/Index?noticeUID=PT1.NTC.1172469;false;
Prestação de serviços de realização de testes analíticos para COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"85111800-8, Serviços de patologia";Município da Amadora (505456010);Cruz Vermelha Portuguesa (500745749);"87.950,00 €";27-07-2020;17-07-2020;60 dias;"Portugal, Lisboa, Amadora";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;https://gov.saphety.com/bizgov/econcursos/procedurePiecesExport_191220!exportProcedure.action;false;
"Aquisição de 30.000 (trinta mil) batas impermeáveis descartáveis e 500 (quinhentos) cobre botas, no âmbito do plano de contingência para o COVID-19";Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Município de Loures (501294996);"Sérgio Correia - Importação e  Exportação, Lda. (507283244)";"135.500,00 €";27-07-2020;09-07-2020;1 dias;"Portugal, Lisboa, Loures";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;10-07-2020;"135.500,00 €";;;;Não aplicável.;Não aplicável.;false;;false;
LMPQF 037/2020 - Aquisição de Material de Proteção Individual - Covid19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33000000-0, Equipamento médico, medicamentos e produtos para cuidados pessoais";Estado-Maior do Exército (600021610);"Portable Molecule, Lda. (515251240)";"182.540,00 €";27-07-2020;06-07-2020;15 dias;"Portugal, Lisboa, Lisboa";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;06-07-2020;"182.540,00 €";.;.;;Não aplicável.;Não aplicável.;false;;false;
 040006402020 95 Covid- Reagentes para o Serviço de Patologia Clinica- Laboratório de Virologia do Hospital Pediátrico;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";"Centro Hospitalar e Universitário de Coimbra, E. P. E. (510103448)";BIOMERIEUX PORTUGAL (501524177);"342.800,01 €";27-07-2020;07-07-2020;5 dias;"Portugal, Coimbra, Coimbra";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MEIO TRANSPORTE DE VIRUS CONJ C/1 ZARAGATOA (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696000-5, Reagentes e meios de contraste";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";BATISTA MARQUES DIAGNOSTICA E REAGENTES (501439110);"10.400,00 €";27-07-2020;21-07-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLINICO LUVAS CIRURGICAS (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"H.R. -  HOSPITALAR, LDA (501895558)";"1.650,00 €";27-07-2020;15-07-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
20200343 - Reagentes para inquérito serológico COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";Instituto Nacional de Saúde Dr.Ricardo Jorge(INSA) (501427511);"QUILABAN, LDA. (500399670)";"8.139,26 €";24-07-2020;24-07-2020;90 dias;Portugal;"Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos";Cumprimento integral do contrato;15-09-2020;"8.139,26 €";Foi executado a totalidade do montante Adjudicado e Encomendado.;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDE4MTYw;false;
20200342 - Reagentes para inquérito serológico COVID 19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"33696500-0, Reagentes de laboratório";Instituto Nacional de Saúde Dr.Ricardo Jorge(INSA) (501427511);"QUILABAN, LDA. (500399670)";"10.080,00 €";24-07-2020;24-07-2020;90 dias;Portugal;"Artigo 26.º, n.º 1, alínea a) do Código dos Contratos Públicos";Cumprimento integral do contrato;19-11-2020;"10.080,00 €";"O prazo para a execução física foi alargado, por forma a prolongar o prazo de validade dos reagentes em stock, de acordo com as necessidades dos Laboratórios do INSA, I.P.";;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/index.php/zonaPublica/zona_publica_c/donwloadProcedurePiece/NDE4MTUw;false;
AJUSTE DIRETO - SERVIÇO DE LIMPEZA E DESINFEÇÃO POR MOTIVOS DA PANDEMIA COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"90911200-8, Serviços de limpeza de edifícios";Município de Grândola (506823318);"ESSENCIA LIMPA, LIMPEZAS PROFISSIONAIS (514152087)";"15.360,00 €";24-07-2020;10-07-2020;150 dias;"Portugal, Setúbal, Grandola";"Artigo 27.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição de Peixe Congelado, no âmbito do plano de contingência para o COVID-19.";Ajuste Direto Regime Geral;Aquisição de bens móveis;"15000000-8, Produtos alimentares, bebidas, tabaco e produtos afins";Município de Loures (501294996);GELPEIXE (500645345);"110.000,00 €";24-07-2020;06-07-2020;90 dias;"Portugal, Lisboa, Loures";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";Cumprimento integral do contrato;06-10-2020;"78.635,19 €";..;Valores efetivamente executados.;;Não aplicável.;Não aplicável.;false;;false;
Aquisição de equipamento para diagnóstico laboratorial da COVID-19;Ajuste Direto Regime Geral;Aquisição de bens móveis;"38951000-6, Equipamento para reacção de polimerase em cadeia (PCR) em tempo real";"Instituto Nacional de Investigação Agrária e Veterinária, I. P. (510345271)";"Alfagene, Novas Tecnologias das Ciências da Vida, Lda. (503387398)";"68.417,65 €";24-07-2020;07-07-2020;165 dias;"Portugal, Lisboa, Oeiras";"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98/3431/2020 Colocação de Protecções em Acrílico nos Postos de trabalho - COVId19;Ajuste Direto Regime Geral;Aquisição de serviços;"50800000-3, Serviços de reparação e manutenção diversos";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"Koisaskomideias,Lda - Public.,Marketing e Serviços (507911989)";"943,50 €";23-07-2020;09-07-2020;20 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98/1924/2020 Fornecimento de Placas Sinaléticas - COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"Koisaskomideias,Lda - Public.,Marketing e Serviços (507911989)";"1.953,99 €";23-07-2020;09-07-2020;20 dias;"Portugal, Faro, Faro";"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
98/3995/2020 Colocação de Acrílicos balcão de Atendimento e Balcão de Recepção - COVID 19;Ajuste Direto Regime Geral;Aquisição de serviços;"50000000-5, Serviços de reparação e manutenção";"Centro Hospitalar Universitário do Algarve, E. P. E. (510745997)";"Veolia Portugal, S.A (502876581)";"890,50 €";23-07-2020;16-07-2020;15 dias;"Portugal, Faro, São Brás de Alportel";"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
"Prestação de serviço de vigilância e segurança, no âmbito das medidas adotadas pelo Município de Vizela para a prevenção, contenção, mitigação e tratamento da pandemia e subsequente reposição da normalidade e, assim, evitar a propagação do surto epidémico - COVID-19";Ajuste Direto Regime Geral;Aquisição de serviços;"79710000-4, Serviços de segurança";Município de Vizela (505985217);"Free Segur, Lda. (513590250)";"1.417,50 €";23-07-2020;22-07-2020;10 dias;"Portugal, Braga, Vizela";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";Cumprimento integral do contrato;23-07-2020;"1.417,50 €";dentro do prazo;;;Não aplicável.;Não aplicável.;false;;false;
"Aquisição dos seguintes serviços:  	- Concepção e produção de elementos publicitários – Outdoor (incluindo montagem e desmontagem); 	- Concepção e produção dos elementos publicitários para jornais, cartazes, flyers, para suporte em papel e para web; 	- Concepção e produção de material publicitário para redes sociais; 	- Sinalética de apoio e informação plano contingência Covid-19. ";Ajuste Direto Regime Geral;Aquisição de serviços;"79000000-4, Serviços a empresas: direito, comercialização, consultoria, recrutamento, impressão e segurança";Escola Profissional de Viticultura e Enologia da Beira Litoral (504755412);"Sigyn - Consultoria de Marketing e Implementação e Sistemas de Informação, Unipessoal, Lda. (507639235)";"4.100,00 €";23-07-2020;20-07-2020;10 dias;"Portugal, Aveiro, Anadia";"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;;false;
DM CLÍNICO - TUBO ENDOTRAQUEAL PLASTICO (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"MEDTRONIC PORTUGAL, LDA (504223933)";"392,00 €";22-07-2020;13-07-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
MASCARA CIRURGICA COM VISEIRA DE PROTEÇÃO OCULAR (COVID-19);Ajuste Direto Regime Geral;Aquisição de bens móveis;"33140000-3, Material médico de consumo";"Centro Hospitalar Tondela-Viseu, E. P. E. (509822940)";"MEDLINE INTERN. PORTUG. UNIP., LDA. (510533515)";"1.120,00 €";22-07-2020;09-07-2020;90 dias;"Portugal, Viseu, Viseu";"Artigo 2.º -A, n.º 1 do DL n.º 10-A/2020, de 13.03";;;;;;;Não aplicável.;Não aplicável.;false;;false;
